,Agriculture,Fishing,Mining and Quarrying,Food & Beverages,Textiles and Wearing Apparel,Wood and Paper,"Petroleum, Chemical and Non-Metallic Mineral Products",Metal Products,Electrical and Machinery,Transport Equipment,Other Manufacturing,Recycling,"Electricity, Gas and Water",Construction,Maintenance and Repair,Wholesale Trade,Retail Trade,Hotels and Restraurants,Transport,Post and Telecommunications,Finacial Intermediation and Business Activities,Public Administration,"Education, Health and Other Services",Private Households,Others
ITA_Food & Beverages,0.25710011763965795,0.0020860340071406926,0.00896081142316536,0.179038564869845,0.0022431611051242067,0.02731029098071701,0.04052453676389482,0.007261327281854285,0.007405045310807295,0.0004294720643252869,0.001528193012000733,0.00014426451323576605,0.023676054371694035,0.0060073696609774475,0.004085168484366077,0.07779073318029782,0.028275982898462684,0.0046763726098885345,0.04058698932956914,0.005987851503498001,0.08978504382854896,0.0002894726518830862,0.013247830259440601,1.4133964619437722e-06,0.0001245429928502677
ITA_Textiles and Wearing Apparel,0.015563354201745191,8.101635309487769e-05,0.0019411949817177978,0.04824270077557329,0.3677041560310387,0.014238349384132834,0.04675836422281692,0.006044780058112242,0.007470284985576166,0.0008791750616339406,0.0018938469559383931,0.002268875953983123,0.023340479815918334,0.00675733100614689,0.005087383998813661,0.07144752194028438,0.023202273265750414,0.005657531475703928,0.02888970966422089,0.006047631281608907,0.10061682138336403,0.000277828863802372,0.010565661712753248,2.218558311231194e-06,0.0005688182017645757
ITA_Wood and Paper,0.006635914079068905,0.000889428116169767,0.002729518827114426,0.0032996403489517277,0.0255697469209403,0.3006234140062309,0.052018720345540115,0.015832855244989116,0.010176960543006519,0.00157718999520398,0.00442103983283253,0.005074196424878449,0.026095461017517405,0.010629680586716672,0.00458250191636832,0.07390292102719538,0.027553683324020334,0.0068631826095824,0.03692870671642039,0.009549566874326131,0.10770305690845365,0.0006946359443564044,0.014606670343777273,4.77246958474333e-06,0.0001013908693670333
"ITA_Petroleum, Chemical and Non-Metallic Mineral Products",0.0028411076292649746,0.08415851353170924,0.039685709871024974,0.00915115556674123,0.010281065465175078,0.03715141313295985,0.25478053325520567,0.025768718438312445,0.01629297396363479,0.002638420314766593,0.002422205795177867,0.001425937381401217,0.03577519797172644,0.005292454773592416,0.008623865150095698,0.06523940065021626,0.018118530109746712,0.005995912839794943,0.03368918685980987,0.007735388845936669,0.09192542955713488,0.00030208601113350825,0.012442974157124267,1.7094110880315879e-06,0.00020218124242799498
ITA_Metal Products,0.0018720017482723181,0.0025410629233523904,0.004049782509659711,0.0009223511898971305,0.005753487162710723,0.01753942231864934,0.0691428702952161,0.25721666544163857,0.025591389131318334,0.004393743391434312,0.00518576998428274,0.02032316588524657,0.022799882763807434,0.006146453882304053,0.006691173626431486,0.07248766238860187,0.01882888253206694,0.006623109205116235,0.02517121865016324,0.0060191242589004235,0.12215861471239313,0.00025937294090123074,0.008982097043699516,1.1397892359075957e-06,0.00010643537678877285
ITA_Electrical and Machinery,0.001905776060586559,0.0004147411239350091,0.000572920347001065,0.003261549477453953,0.003275225563480023,0.018777344890080417,0.058172631959538576,0.19030462890584085,0.1267394051988531,0.006763286432754587,0.007092381574962764,0.0003595701240314282,0.017154219787365827,0.006837548979092999,0.007738241256964201,0.08135726041490939,0.03231078854119389,0.013445926335866278,0.02590550117467718,0.009604821073231927,0.12538850679184255,0.0003670350059644856,0.008652188081560501,2.3252305054330674e-06,6.101217955649796e-05
ITA_Transport Equipment,0.00043150957251416894,3.9795875893630054e-05,0.00011745262807591854,0.0006700481016759082,0.021715886840913936,0.013807589414533377,0.07408142742827967,0.1742366449474073,0.07223097440037465,0.14307034800774032,0.005126270560845082,0.0003378382104306672,0.015900508229155532,0.003615672257432277,0.024601622595179652,0.07574172312273858,0.025329601037495375,0.004729150217496238,0.03182237859951031,0.00643956257486193,0.10861299230510149,0.00027207429401105175,0.00842684896412003,2.504641815248559e-06,9.029630100996965e-05
ITA_Other Manufacturing,0.0023789018416320103,0.00034579223900529866,0.002785981003761985,0.0051148469748420414,0.04237637032117774,0.18059439313199702,0.05435511109315591,0.10062401782615533,0.01299978492911641,0.003486082849844562,0.08835293743633549,0.0021672250558534734,0.009554081052843517,0.004897686254038389,0.007261093794234123,0.07409613328943267,0.052180267819162816,0.005448068492835794,0.038052187546092575,0.00690203472564256,0.08538930152488339,0.0009589699724141828,0.006626044293670235,3.5274043876342746e-06,0.00010397100889048105
ITA_Recycling,0.001509507301052354,3.84764348800847e-05,0.00011755455211126005,0.0021368060204865367,0.007445125680818737,0.015528119629863868,0.10128140961831537,0.112422941794536,0.02571862128805209,0.002425048636491708,0.0016878753461415138,0.003112839881023504,0.010095954939401202,0.007953054626385656,0.01474705198505816,0.04460385526857876,0.013202461340181732,0.003298953626857996,0.020390853199709204,0.006700473556056801,0.22412224510742854,0.0002228951879097617,0.02838530331090306,8.466976502833653e-06,8.400074145319578e-05
"ITA_Electricity, Gas and Water",0.0001832053261331565,0.09578683777251183,0.026937555512308253,4.326997884858579e-05,0.0017242346651931172,0.010552601471128475,0.05173889681581336,0.013060933401456719,0.020771085457714073,0.0001879231543532381,0.004655433184726167,0.0017671863577384292,0.13710961596243676,0.054648444368813824,0.009497390285671129,0.02137452698298018,0.007378992455078505,0.004551280089275636,0.012831627219547379,0.013125960049832205,0.052791132358341396,0.00020826598909985122,0.013242008771559125,2.455144857288864e-06,5.765104447738377e-05
ITA_Construction,0.0002179240983951639,0.00080064475059674,0.006912352580421152,0.0002535586589783149,0.0032465496317319255,0.026049210694859996,0.13238415819524307,0.06790871429598339,0.028215063829904182,0.0014683955183940414,0.005808374865956593,0.000927924752049532,0.004557969797683557,0.09548019690859291,0.005950291541477484,0.03158296925566908,0.0140926457250797,0.012541266500712541,0.029885316493258242,0.01243756319742457,0.1323187955772203,0.00017538675106980922,0.012871020123048697,7.622713875936357e-07,4.984944300307433e-05
ITA_Maintenance and Repair,0.0017483661589185395,0.00019255139993787305,4.615877581910544e-06,0.00607206065397762,0.002360211982326575,0.02705939529919296,0.02728852533538139,0.021867949223856376,0.010999466253588525,0.06614573301843268,0.0032172936183993417,0.00023850374334774001,0.008202791090121042,0.01206109222657234,0.020159718468143885,0.08705082312503519,0.016509120186785672,0.014887507562299791,0.04041989460299942,0.025754461037660457,0.22945731813939158,0.00019438388205940489,0.015952553450393845,1.0645799229217044e-06,3.5482672758875725e-05
ITA_Wholesale Trade,0.012582461133604022,0.0013537716256545533,0.0015455272643540542,0.016146122445903723,0.013519218054269108,0.025193330584605395,0.027247310892735157,0.012635798309706575,0.014168191369995786,0.0017268248467809308,0.002970418945886409,0.0011818154633733149,0.005345306411937312,0.008350025435669626,0.008229108877613255,0.10104150491380955,0.01225405705767601,0.01561060530493711,0.047985203834833665,0.01555063028645222,0.19784120252552004,0.00020865887818359905,0.011287079446596092,8.397888683144165e-07,0.00015778915318729404
ITA_Retail Trade,0.011666307602223426,0.001253457692368667,0.0022180602122297607,0.03600434406519838,0.02217233475294512,0.02529981704480209,0.024378799803486652,0.010107341644355108,0.011445285558057159,0.0008542632726312736,0.007868527228076596,0.0003974409469910607,0.014426964107606159,0.007156864045990117,0.005816112092152343,0.02687331529466403,0.01444816357880298,0.0046142352028202965,0.015288472599168254,0.012011377137655163,0.15824870591156975,0.000265483936838276,0.01500238709120413,1.0346695372665286e-06,0.00023725527188317306
ITA_Hotels and Restraurants,0.023762854186575966,0.004827543528636317,0.004689627276645929,0.1946178084487645,0.0018560876318753751,0.011070144328819339,0.013334508881621986,0.0012878691875814257,0.006224370729771411,0.0031224991551728385,0.002259569588155495,3.2688505204561436e-05,0.020128134317981466,0.00910366428098896,0.003944084818025096,0.030657872412920673,0.026513136817935993,0.011236761324937162,0.019508658105972014,0.00815181961577591,0.11540845528263965,0.00018365934056909565,0.010386638154138506,6.531288743722471e-07,0.0016402352845887559
ITA_Transport,0.002551751009554126,0.00036227598278215287,0.00015140258891013813,0.003985852384100098,0.00303502695145251,0.01835398683759901,0.03194432142476149,0.004025055570226531,0.0179783156748493,0.03208227160728454,0.003240996093926693,6.0203962062501515e-05,0.005993670862320623,0.019485048452319336,0.026576759339998417,0.02197795380258107,0.015630024031141186,0.023527785853711496,0.1293028884867047,0.02107292325887265,0.15581852582737735,0.0001822563366984768,0.006937007575505429,3.734304587815047e-06,0.00011651665597533222
ITA_Post and Telecommunications,0.0003017618646740502,3.956360712356509e-06,2.7408699602223368e-05,1.137166171487044e-05,0.0005831421609694135,0.02705741100170419,0.007176944055153557,0.004265604065717585,0.03137851201446895,0.0006682468434799216,0.0011374317108482667,4.811413471568259e-06,0.009139638053646159,0.06494934454259466,0.00449437929017524,0.01375006777170491,0.013297034517781438,0.0078055876462094845,0.03186037566572746,0.018658588564216518,0.16728726282661122,0.001890915074886045,0.01278745576881867,6.4590226331248626e-06,4.256176787959266e-05
ITA_Finacial Intermediation and Business Activities,0.001082002387055135,0.0001888232075291714,0.0003457873816574208,0.0008690448816994331,0.0017005913778570826,0.011409390864655007,0.01227620203260219,0.005339877342359889,0.007925758701952045,0.0019153555518723643,0.0016295709915828118,8.312539423276697e-05,0.005303905394150765,0.014430350641432797,0.003926002578865987,0.012562067149755893,0.0069010662336779025,0.008459932009705039,0.015226621714094996,0.018148504853001807,0.20942229027367606,0.00022952772707953274,0.007690644532221717,3.279639770458974e-06,9.276934300693693e-05
ITA_Public Administration,0.0002595901976519561,6.4656760224990085e-06,1.1321634079985702e-06,0.0008935442209689919,0.0018404554928040681,0.014265771060532008,0.007287459404643321,0.003815013409216816,0.007294695398529782,0.017266533835809252,0.0018648601398730431,2.2771954568239055e-05,0.012155236388009156,0.02283541728971186,0.007997513770709523,0.006044225583663727,0.008549856859681355,0.0033454553451479825,0.006839845169821983,0.021208193903980644,0.08048279259134522,0.0002629817465454874,0.030180185197940787,4.821810762874645e-07,0.00038419451929714866
"ITA_Education, Health and Other Services",0.0012163557434556487,0.00011629734506953359,4.3178918967843397e-05,0.004368462420508655,0.0025336009631670227,0.006530279503373293,0.02215287950464545,0.0020330935973982686,0.007308495568690563,0.0016231930347256863,0.0014257919618960962,0.00011291236055682149,0.007347755148878538,0.0060772054450740735,0.0028176028653380224,0.00892380976642988,0.012304014663667005,0.010244042153051448,0.005944911678475604,0.00941783876638588,0.10370607117212717,0.0014153453770812268,0.07815885302631881,3.314758361172183e-06,0.0015032333248452023
ITA_Private Households,0.0002668457560663772,0.00019033190128988855,0.0006124110031779779,0.0010205042563445482,0.00035682864918980614,0.00037628978624563384,0.00045614327738879737,0.0002564730027580682,0.0006817934695388054,0.00021427859618840207,0.00024018018349914082,0.00012591242812498392,0.00030580972554214084,0.00019206945540936718,0.0003306949721701324,0.00016543519479641892,0.00021990949417067312,0.00015142857622730844,0.0005081406855539204,0.00014902490383635324,0.0010010544930667991,0.0007629235025939091,0.0007771611036899766,0.00040726802696006284,0.00023108755617051737
ITA_Others,0.0016893867473917249,1.7245869856861523e-05,1.5852081973894706e-05,0.0009448157974011117,0.002875198135329327,0.008944890070277258,0.02054445207461175,0.0012109950345332494,0.0031940895391788624,0.0002447184078326965,0.0015239072408045604,8.865909178313226e-06,0.010543191258117071,0.001472051297703999,0.0018796515512553961,0.005985843394764465,0.003824101073923269,0.0026635389266087806,0.006970324342634317,0.004978788283440486,0.06956822208141583,0.00018013980257869044,0.006888042239394153,3.103813776109793e-06,0.0146638493275995
JPN_Agriculture,0.12117147776862175,0.0005109445494879139,0.005235258523146337,0.10252862954171738,0.0030007977976792945,0.021934187093864153,0.09093405640921207,0.003765767027693816,0.0008021403125345203,0.00024448623421224793,0.0013447826796438654,0.00043503232540767093,0.006484292843115027,0.004582532624228292,0.0011935539240628772,0.04368990506808044,0.015635503986279234,0.00016092943367195135,0.024571580399930876,0.0035578110644709105,0.1322863777835311,0.0013312629022574653,0.005531433800694696,2.7084588698691812e-05,0.011976323478523294
JPN_Fishing,0.00527482442465576,0.026234455834504972,0.022479492386675386,0.06442556401738211,0.02300217352279499,0.010838033436843681,0.12635224433969736,0.001973567392710624,0.0031730161530689038,0.0015010373402369267,0.014949188819703802,0.00013328908876978555,0.00295195766327717,0.0006452363885677452,0.0012940200389577469,0.05047119732950846,0.014942551587347174,0.0010262495635640875,0.017079748058075092,0.009127914501895212,0.10185313656500714,0.00016607430226082723,0.00595279015719622,9.756076206359156e-05,0.007413374884290592
JPN_Mining and Quarrying,0.0006666554473492698,0.1344288270632303,0.11749222252280908,0.00018631840737867806,0.0021136201355887803,0.034079629691336905,0.26271796594008595,0.010120023740620572,0.0016521742169634188,0.00027725848900821224,0.0026160749041431435,0.0030239819561501497,0.026638366868387116,0.005235882574335009,0.0004455224216021083,0.021037935327781282,0.002454704401649792,0.0001972424665872487,0.05319917413707144,0.007231672996728981,0.08493950089677693,6.879871724600665e-05,0.00389457119837703,1.4463429069699694e-05,0.011914795367535064
JPN_Food & Beverages,0.18530335087447083,0.02710013715392287,0.013309873998387744,0.15351134250996593,0.002570981068376298,0.020929986477226076,0.03431781500909641,0.014508902106179687,0.0010117907829083049,0.0010245777708442262,0.004166264213111428,0.0008509298026030078,0.013171093515380485,0.001439763128611584,0.0011683452139068119,0.06540639644541725,0.0009836999357173077,0.0004410883097469109,0.026045046907612297,0.004537890095306513,0.07191009176990111,0.00023043577875756343,0.0018762065518189083,1.8468445258881733e-05,0.007954660349945812
JPN_Textiles and Wearing Apparel,0.009280050634245666,0.00014448952220121286,0.0023593632492979843,0.0300513875669092,0.1451988208079829,0.022770011500467206,0.07658291211999795,0.006450061312367909,0.004419016104741352,0.00357695863335536,0.010457299273313311,0.0016348729175611348,0.017017026022204975,0.0028209086410604612,0.0013470533825174506,0.06243587897533626,0.008640625183804044,0.0005949058730951328,0.021329896345279317,0.006668320078133752,0.15966493659422953,0.0001652324644955126,0.0032283613517247534,3.056729286020481e-05,0.012526935183471118
JPN_Wood and Paper,0.017120609897447927,0.0005579075945803187,0.0021045598893725493,0.001927037413758309,0.01510158980226391,0.2708982225553393,0.05403227342909598,0.004397042243673819,0.0020226843051848295,0.0002573388445340885,0.010855116044481266,0.0011684369280548002,0.02428803613255078,0.00400962689575012,0.0010324196971142274,0.055655141692336894,0.002165523460777854,0.0010426792860277626,0.03713765359764453,0.015569321093985827,0.07862494323288689,0.00013115325078017127,0.0036915967724214503,1.545465230880329e-05,0.007727441779917596
"JPN_Petroleum, Chemical and Non-Metallic Mineral Products",0.0022615529386217493,0.04971735011990105,0.04929994921231805,0.005343810645098643,0.002430884577843348,0.03549766967431325,0.3531710141471549,0.01663928693251031,0.005844232919310794,0.00535329482917192,0.003028660725640018,0.002356295223294647,0.035016319917665524,0.005595148315216074,0.00071744851767186,0.03908064454165922,0.0013527313538576088,0.0002226360335062778,0.03478152446776624,0.01000216502103847,0.11773483907372849,0.00013411535085154232,0.004398318201578999,1.2980815811242018e-05,0.006972755498832602
JPN_Metal Products,0.0004964575624634719,0.017183698284172773,0.018119084358628457,0.0003786964062806139,0.0008032904529634668,0.0038763523295915333,0.05610618051468034,0.46663931675795073,0.006449821963605064,0.001040904120495542,0.003083293928629305,0.014972546137616885,0.045345216267123,0.007924338278761904,0.0005989314255555281,0.03237490215383193,0.0012582530834719496,0.0002106902856745501,0.029726549973361695,0.00783197939528868,0.07905587492332032,5.66364812826975e-05,0.003157585031242103,9.572504902329177e-06,0.01070422680472663
JPN_Electrical and Machinery,0.00034526636879697044,1.0829086006003381e-05,0.0005109529047052666,0.0001111740308071849,0.002362507206778434,0.008922244355948005,0.05456082214791505,0.11152533483070563,0.27176235212736155,0.020207064555837848,0.00521429933854303,0.00010250361254934721,0.016096496202227605,0.0029023986023615092,0.001062017820352658,0.05759659514324174,0.002284483404687669,0.00026560295957528483,0.01643394144647733,0.01051679961176887,0.12701999205949266,0.00012111086521032035,0.003705669367800805,1.3498542441811853e-05,0.007674968786443521
JPN_Transport Equipment,0.00011016344297200118,2.384995308430257e-06,0.00036917155569624787,8.921646389318281e-05,0.0028543946352543896,0.0035116106709458667,0.07766266967374608,0.07974020295462049,0.19527199183738242,0.31682026195555046,0.018669660986476336,0.00014277490499853496,0.010529470513054097,0.0012156609416354184,0.0007237682372547888,0.0376801882240612,0.00263882509598188,0.00011891149926720913,0.018959203021563148,0.004038984376703681,0.08962873976190325,3.625730678914784e-05,0.0021449633778359858,3.3365436181485236e-06,0.0019293465504988823
JPN_Other Manufacturing,0.0024708358577972076,0.0036392418553435036,0.00287290978679185,0.005962489262214929,0.020060833795139982,0.1266952972832045,0.09346226127491519,0.07114681067756178,0.057927950657818014,0.042106585432842555,0.025372662818622,0.0001332685239612554,0.010795152952818193,0.0024677222237059534,0.0022011329115181177,0.09171647640094453,0.0224857218220966,0.0002919401297451233,0.03289220748342946,0.008656954966853665,0.07951479040177381,0.0010177796969892867,0.0029499546273767546,2.5795725897712774e-05,0.009172018670842507
JPN_Recycling,0.001507717142107029,5.5088066634038875e-05,0.14111412476277532,0.011212117612426412,0.0010713662037622367,0.013159632663522984,0.36491911495384904,0.0005791339930063483,0.0011809625314723536,0.00010204772898407746,0.00036222928485919644,0.00010612712680422922,0.012623563448485794,0.00022967605135955843,5.826104810798489e-05,0.0010821866923569716,0.0006316166578830658,5.951392713998808e-05,0.22417959904860027,0.0005655890832716828,0.013667800270832132,3.148571510294004e-05,0.0012640618488920924,2.4195056176893633e-05,0.0008742023295925494
"JPN_Electricity, Gas and Water",0.00033856226581899023,0.07340125139890502,0.04894817991363265,7.702494644900683e-05,0.0010606625081478582,0.0234242876465556,0.07591422567093015,0.0018725649037870848,0.001440794255021114,5.105924123023354e-05,0.003011773650466328,0.004462822211899681,0.09820696173243691,0.06309967605974232,0.00034428316212317325,0.017546867929353182,0.0014299403654272796,0.0001041897092074289,0.026047009746867165,0.024945542499099697,0.1731475579073997,0.00024001747142599744,0.01419225706560688,3.17370701890975e-05,0.008489134435822892
JPN_Construction,0.0029600320999728412,1.1477681156330374e-05,0.008004325442204268,0.0001753853894788944,0.006359733006902117,0.0393408203501744,0.09021005945569183,0.1001421635044718,0.028349187158827477,0.014186613508043398,0.014684677129427592,0.00019500473313749888,0.007696009218496661,0.002357110555755324,0.0013001628932742995,0.07024621360763074,0.0032189053594166442,4.6565367073863675e-05,0.026917237185734362,0.015856856864348304,0.083384785575709,0.00010697225804100999,0.0025273282707016054,1.337388859758859e-05,0.004244546380868081
JPN_Maintenance and Repair,0.00044935983159356585,1.1483293528682809e-07,0.0003349190870487582,0.00022555935507344012,0.001995137079477457,0.013585527249699888,0.005536195433903,0.002517696901294683,0.0018362479941673583,0.0001650527310315955,0.0053589113600376196,7.444807654308345e-07,0.01436593693520575,0.005698285773755575,0.0031844654662779703,0.01460420329750685,0.007274348281890983,0.0003085079504346557,0.019762866522953188,0.038175231117211876,0.1323870416008634,3.7845999095546394e-05,0.005477823016486005,1.6019991981963663e-06,0.006436826430521336
JPN_Wholesale Trade,0.0004256973821570678,1.1861437843191482e-07,0.0001545165758976823,0.0002506299214116405,0.0014910003483960326,0.010518379095659428,0.0018887456869595262,0.0030092163392848614,0.002302571689365228,0.00018488425566303871,0.00427646079180052,7.02033863905049e-07,0.005137134711842108,0.00438376310525947,0.00514274324370004,0.020035276285039844,0.0056090907029657106,0.00048790360342269775,0.026238899004549336,0.032782861699844325,0.12080143130604232,3.276882889679076e-05,0.004794598166381066,1.1552623113985588e-06,0.00939018110847459
JPN_Retail Trade,0.0004817878798664787,1.090899316839102e-07,0.0005914329710291927,0.00018909382019757431,0.0027087754371863636,0.01792293988646791,0.010726219430062158,0.0018085133857500407,0.0011650615627970065,0.00013624758962508285,0.006887957833107222,8.02836559029505e-07,0.027496581392112245,0.007557625059886986,0.00037951104500030477,0.006807617490427362,0.009629563185304942,5.1499379823945126e-05,0.01045920350576331,0.045757817166552334,0.14852744846893765,4.497986997126922e-05,0.00643661439445424,2.2348890329845373e-06,0.002201610833407205
JPN_Hotels and Restraurants,0.03975454798083467,0.0077884918504135,0.0031191464561114825,0.1484781553447904,0.0017668603371603837,0.005753537142166059,0.010931112292001655,0.0026741147584884487,0.00038285896700624735,0.0001870304515776139,0.005412392894067088,0.00010390191673662958,0.04562128863514934,0.00288170419423743,0.0022052160574943034,0.07066208708824885,0.0362462166179136,0.00017691649818090983,0.02223471388203354,0.015530026725554527,0.07988633421356056,4.8397715214966215e-05,0.032312860640231575,1.5936125032293117e-05,0.00552778205855759
JPN_Transport,0.0002176634701092676,1.1563589733321155e-05,0.007293060471032787,0.000209500040387586,0.0010994755927329104,0.011792980984484492,0.04648462828660263,0.001179756620219213,0.0003091858472208734,5.6732477950241516e-05,0.0015029785279235194,6.304511149868759e-05,0.011662694859246552,0.006390712675860828,0.0003890154659820653,0.006609948777798857,0.005284455129426751,0.018728244120954782,0.06597262292081746,0.007783841502679088,0.13415990527449176,0.0001248193407071159,0.005344150965089853,2.108599587839841e-05,0.003211755109958707
JPN_Post and Telecommunications,0.00017103364448116195,2.428605638837691e-06,0.00020928100009713917,4.157757961148043e-05,0.0014139008550247618,0.012154339032136106,0.004098434622582075,0.0004932997321576751,0.0012336418699006044,8.428646822804928e-05,0.007764907164617804,4.274597003536851e-06,0.010782430494836568,0.003941728031061238,0.0001558163880635037,0.003906574782517955,0.0030023095548443886,0.0009147803103718806,0.020615750840065936,0.09680301780689914,0.21284540587235706,0.00043522310078111933,0.011183010198125067,1.628519469931431e-05,0.004172881587053578
JPN_Finacial Intermediation and Business Activities,0.004059212964333469,0.00014897772312897617,0.0007658441405141194,0.006864163366967675,0.0009192882758765401,0.021296995059065568,0.012013920072593061,0.00910504629935296,0.018200764134277066,0.007471735111560866,0.006675717146384877,8.099624411604714e-06,0.011423225445494053,0.017643498221958872,0.0003806949393294218,0.015353892301617277,0.004145623794261774,0.0002684945358502344,0.010487628993611655,0.020876896368955875,0.14726933796954314,0.00036556861865772366,0.02206693134052279,5.921653384594868e-05,0.006056857284709204
JPN_Public Administration,0.00013589713831611846,1.0513460698216805e-05,0.0033674465701703797,0.00047276201867453853,0.0038783762879265574,0.02153206147367615,0.023086410932921065,0.006156967338903069,0.033549976022367235,0.02700768094747409,0.009925518689681681,4.92879000423347e-06,0.030416564628706767,0.022452486215034307,0.00057311135174315,0.01312716548365542,0.012678053757894164,0.0004065244736740826,0.019926547188969624,0.03208038128064428,0.11210657284101985,0.0001164873303340667,0.025760645724356355,0.00021516070216403795,0.0010038567299783508
"JPN_Education, Health and Other Services",0.0037258909590278774,0.0006584427276694906,0.001313400941610425,0.011124247625842755,0.0025687048283925045,0.012273162736897407,0.06852543490744663,0.0017399529335361506,0.004835369970535908,0.00010930866463344159,0.006575819434154458,1.1969503072463173e-05,0.028501531204413923,0.008118520822251172,0.0006518374354315314,0.02848423079169469,0.005719710387646451,0.0003911145642011485,0.014271978636511484,0.016548596759552777,0.06880236153365428,0.001102536068916006,0.0436189035959594,0.00016644813789345767,0.003115021234878247
JPN_Private Households,0.010774929829300244,7.793232451100831e-06,0.0023074224606664208,0.0033289443713667775,0.005383916791063393,0.004342659680236169,0.0443619098471241,0.010451960957833482,0.003720594788370371,0.000697316874520573,0.023238130830319607,1.0084181097380124e-05,0.037603131757655374,0.01634663480640457,0.0008284114951097452,0.023388998395608106,0.01534534186539474,6.712572718434886e-05,0.011691836495184066,0.033945057665697276,0.11246155149643455,8.389425188777678e-05,0.11146278107360796,0.04053787433611518,0.04382170999632394
JPN_Others,0.007419544886764257,6.086442627023321e-06,0.002401616068294226,0.0024371108183325312,0.006129089940787917,0.017671195397398448,0.047095183507796755,0.013158405613028909,0.0037244707157587536,0.00020541693810960257,0.008458424467946665,4.367930264168367e-06,0.014288863651470713,0.0003913716599055145,0.00043004427418908445,0.017812343586563778,0.004296776715839489,0.000777171732588304,0.06539377782000665,0.03765769701099461,0.31696727178915635,0.04762284028023316,0.036150683561473926,0.0016208166499515082,0.18478188922574534
LTU_Agriculture,0.3065576928966215,0.002110528455341076,0.0042819608491371725,0.01821239426515837,0.0019022728495978812,0.016584631763199662,0.059481993427718934,0.008537138797124026,0.009335535855424775,0.0007665937205050741,0.004826322800074131,0.00014810936916150345,0.002211623861607919,0.002088072884871756,0.010570266618844793,0.13255750417349174,0.04247772316189186,0.0014449961808141757,0.028285652227366294,0.0071042991618139794,0.01355983666492357,0.00019165623721639972,0.007528899718238733,3.6881126267648e-05,0.001020821470794502
LTU_Fishing,0.0683945883178535,0.03414387428172036,0.0056448959376162195,0.00904804095919732,0.013657092254743503,0.0251769035575048,0.023511369139582506,0.017359234813794568,0.023090226831936157,0.008822120067043936,0.024032891248389834,0.002352143428915895,0.012525927723605272,0.007012311677213011,0.042296854367958,0.2744318280239323,0.19261269338495277,0.010668637286967098,0.048561754862075465,0.022415628296044366,0.03278681529278818,0.005033206013633332,0.02288442413017895,0.0010072532347287749,0.018327876201605357
LTU_Mining and Quarrying,0.003344120513866145,0.0031316053355689645,0.004562908316208257,0.004085507330923753,0.004717508931455641,0.028376096462145155,0.10560903538706959,0.032101172816872865,0.014191517300349742,0.0023484923362416814,0.0017779170739789761,0.002081951158748479,0.05994108457249798,0.0059945872027982825,0.007525922145758342,0.035036443119616706,0.021622209522282103,0.049186893717424914,0.2907962838483496,0.012777389896953019,0.03435017907522334,0.004264278853084855,0.010439989735647637,0.0009332809686987851,0.021664699780842817
LTU_Food & Beverages,0.19878380946710258,0.0011537843435265704,0.011946148276116479,0.08422254121775068,0.0058801464555351375,0.04609627210998362,0.051489879948684786,0.0193247108434963,0.008226538433268496,0.00020891400003546212,0.0010256311141325198,0.00035774664863298737,0.026724948478059465,0.008337615165065789,0.014171310426813646,0.18619281054513415,0.06637125787393577,0.0026746925012999284,0.03267605531781218,0.008011159949234233,0.011238631384056402,9.477620834119018e-05,0.005221358533544,1.97251362429013e-05,0.0028202603943901917
LTU_Textiles and Wearing Apparel,0.015019470929443276,0.00019223157298507528,0.00156920850196977,0.038897316678235656,0.35095790537851146,0.0174687823006536,0.04582797873837535,0.0014559675879522096,0.0029248849182128517,0.0002891957652754288,0.006177430687233682,0.0010661120048370625,0.01678193919745102,0.003303567499137313,0.004450639937823106,0.04347420760540256,0.017818613539992475,0.0022546291185535344,0.03038340127671321,0.016216064966375326,0.01634221066709285,0.0002955083366460921,0.0020422765780746324,5.811798588790407e-05,0.004630909490389315
LTU_Wood and Paper,0.03597211713065626,0.0004131795494612073,0.0007824984547990133,0.0011476758120007448,0.016617919713226566,0.2058322134621305,0.06350739427885332,0.01053159005884497,0.009785767000382065,0.0002851975188992409,0.004117705235124611,0.0002651273523879089,0.027310328881823408,0.0004703028982773178,0.009311396009485712,0.0979313149706669,0.03995741824248907,0.0032605999005435203,0.0417536100782696,0.013913885139875433,0.03370952336661503,0.0003789744137198268,0.006433845938175667,7.381301538841147e-05,0.018409669002619207
"LTU_Petroleum, Chemical and Non-Metallic Mineral Products",0.0018270034327418046,0.006110799667463646,0.5154679431876464,0.002150954444831953,0.0015236925035802301,0.01961807982695218,0.11171438590876033,0.004156002040956969,0.004657793324388397,0.0003781944060367359,0.003667972890839906,0.00014076360699842068,0.022659294274478835,0.00024386551102919643,0.00547706098475008,0.04799903894398478,0.026343646225715237,0.0068357017707981905,0.05734460448774062,0.0013241383570251435,0.004286981432769295,0.00020024426249544338,0.0028651741181666326,4.131267936759376e-05,0.006674139884491773
LTU_Metal Products,0.0007184539684226227,0.0008786257233204972,0.0014808261091352535,0.0026089485298270766,0.0013631841656813592,0.01127124502000151,0.07446435173290604,0.2831457884439889,0.028162353583007428,0.0006881317627240942,0.0037372343978766933,0.041488286504730965,0.027465248761386018,0.0006731834285662357,0.005144239638917051,0.13743467879680876,0.009794792560209509,0.006166832360240747,0.03929564875154445,0.00498592805456134,0.015259129446325796,0.0010661064934597824,0.003562247850815894,0.00021063183072239156,0.00513641310591636
